OrderID,SalesDate,ProductID,CustomerID,PersonnelID,SalesChannel,PaymentMode,StoreID,Quantity
142,1/1/2023,186,LH-17020,77,Online,Mobile Payment,4,2
143,1/1/2023,86,ND-18370,13,Online,Mobile Payment,6,7
144,1/1/2023,207,CR-12625,73,In-store,Cash,2,3
145,1/1/2023,65,GM-14680,98,Online,Credit Card,6,5
146,1/1/2023,184,RA-19945,75,In-store,Credit Card,2,1
147,1/1/2023,19,DB-13060,42,Online,Mobile Payment,7,2
148,1/1/2023,203,BW-11110,72,In-store,Credit Card,5,3
149,1/1/2023,222,RF-19735,84,Online,Debit Card,6,4
150,1/1/2023,96,JH-15820,40,In-store,Debit Card,2,2
151,1/1/2023,75,AG-10675,86,In-store,Debit Card,5,9
152,1/1/2023,92,DM-12955,59,Online,Debit Card,4,6
153,1/1/2023,68,KD-16270,79,Online,Cash,5,3
154,1/1/2023,146,BE-11335,43,In-store,Debit Card,6,7
155,1/1/2023,208,SO-20335,51,In-store,Mobile Payment,4,3
156,1/1/2023,91,DK-12835,91,Online,Mobile Payment,5,6
157,1/1/2023,150,LC-7050,19,In-store,Cash,5,6
158,1/1/2023,69,PB-19210,90,In-store,Mobile Payment,3,9
159,1/1/2023,208,CG-12520,10,In-store,Credit Card,7,8
160,1/1/2023,169,TB-21280,19,In-store,Cash,5,2
161,1/1/2023,95,HG-15025,50,Online,Cash,1,8
162,1/1/2023,117,AD-10180,13,Online,Debit Card,6,1
163,1/1/2023,171,BP-11155,90,In-store,Mobile Payment,3,6
164,1/1/2023,190,AA-10480,88,Online,Cash,6,7
165,1/1/2023,167,RL-19615,9,In-store,Debit Card,2,1
166,1/1/2023,55,CS-12505,49,In-store,Credit Card,4,2
167,1/1/2023,216,SW-20245,50,In-store,Mobile Payment,1,7
168,1/1/2023,145,TA-21385,61,Online,Cash,5,8
169,1/1/2023,19,BW-11110,100,In-store,Credit Card,4,6
170,1/1/2023,64,YC-21895,86,Online,Cash,5,9
171,1/1/2023,161,MZ-7335,93,Online,Credit Card,5,3
172,1/1/2023,58,JF-15295,90,In-store,Debit Card,3,9
173,1/1/2023,130,JL-15835,61,In-store,Debit Card,5,9
174,1/1/2023,194,DJ-3510,57,In-store,Credit Card,5,9
175,1/1/2023,36,MF-18250,74,In-store,Debit Card,6,5
176,1/1/2023,106,JE-15610,18,In-store,Credit Card,5,7
177,1/1/2023,145,CP-12340,92,Online,Debit Card,2,6
178,1/1/2023,217,EH-14125,8,Online,Cash,7,2
179,1/1/2023,48,NC-18340,8,In-store,Cash,7,4
180,1/1/2023,149,BF-11005,15,In-store,Mobile Payment,5,6
181,1/1/2023,198,JS-16030,81,In-store,Mobile Payment,4,9
182,1/1/2023,117,AM-10360,72,Online,Cash,5,9
183,1/1/2023,30,JF-15190,25,Online,Debit Card,7,9
184,1/1/2023,108,AB-10015,50,In-store,Debit Card,1,2
185,1/1/2023,58,JG-15160,94,In-store,Debit Card,4,3
186,1/1/2023,189,DP-13390,77,Online,Cash,4,3
187,1/1/2023,144,AG-10330,47,Online,Credit Card,5,3
188,1/1/2023,169,GK-14620,62,Online,Mobile Payment,2,1
189,1/1/2023,28,NF-18475,22,In-store,Cash,2,4
190,1/1/2023,56,YC-21895,23,In-store,Debit Card,4,6
191,1/1/2023,105,DR-12940,86,In-store,Cash,5,9
192,1/1/2023,154,NB-18655,59,In-store,Credit Card,4,5
193,1/1/2023,6,NM-18445,15,Online,Debit Card,5,6
194,1/1/2023,38,TA-21385,24,Online,Cash,5,2
195,1/1/2023,4,NP-18670,47,Online,Mobile Payment,5,7
196,1/1/2023,90,SC-20380,30,Online,Cash,4,4
197,1/1/2023,154,RB-19570,58,In-store,Debit Card,1,3
198,1/1/2023,12,SR-20740,92,In-store,Debit Card,2,9
199,1/1/2023,217,RH-19510,22,In-store,Credit Card,2,2
200,1/1/2023,54,LH-16750,51,In-store,Credit Card,4,2
201,1/1/2023,104,JG-15160,43,In-store,Mobile Payment,6,9
202,1/1/2023,60,KB-16585,50,In-store,Cash,1,2
203,1/1/2023,161,LH-17155,63,Online,Credit Card,7,8
204,1/1/2023,43,EM-13810,58,Online,Credit Card,1,1
205,1/1/2023,98,MZ-7515,86,In-store,Debit Card,5,1
206,1/1/2023,134,DM-13345,49,In-store,Debit Card,4,6
207,1/1/2023,152,SC-20305,76,Online,Debit Card,1,5
208,1/1/2023,160,MH-18115,58,Online,Debit Card,1,2
209,1/1/2023,65,KS-16300,68,Online,Debit Card,6,2
210,1/1/2023,80,BG-11740,55,In-store,Credit Card,6,7
211,1/1/2023,13,CR-2625,58,Online,Cash,1,9
212,1/1/2023,129,CB-12415,24,Online,Credit Card,5,2
213,1/1/2023,36,DK-13090,67,Online,Mobile Payment,4,4
214,1/1/2023,16,JL-15835,42,Online,Mobile Payment,7,6
215,1/1/2023,20,AP-10720,16,Online,Credit Card,2,2
216,1/1/2023,140,CR-12820,91,Online,Credit Card,5,5
217,1/1/2023,13,BF-11080,50,Online,Mobile Payment,1,6
218,1/1/2023,135,JM-15265,28,In-store,Cash,7,7
219,1/1/2023,33,NM-18445,88,Online,Mobile Payment,6,5
220,1/1/2023,114,TW-21025,89,In-store,Credit Card,4,5
221,1/1/2023,99,RB-19330,10,Online,Mobile Payment,7,6
222,1/1/2023,191,PS-19045,50,Online,Mobile Payment,1,2
223,1/1/2023,123,JA-15970,18,Online,Mobile Payment,5,2
224,1/1/2023,5,AB-60,97,Online,Mobile Payment,5,2
225,1/1/2023,167,JR-5670,33,Online,Cash,4,4
226,1/1/2023,57,MD-17350,9,In-store,Mobile Payment,2,2
227,1/1/2023,159,PK-19075,73,Online,Mobile Payment,2,2
228,1/1/2023,151,EB-13840,90,Online,Cash,3,3
229,1/1/2023,191,TP-21130,98,In-store,Debit Card,6,8
230,1/1/2023,61,JK-15640,49,In-store,Debit Card,4,9
231,1/1/2023,205,CD-11920,26,In-store,Cash,3,6
232,1/1/2023,189,JL-5835,54,Online,Debit Card,4,3
233,1/1/2023,172,MS-17770,96,Online,Cash,4,3
234,1/1/2023,114,CM-12655,22,In-store,Cash,2,6
235,1/1/2023,140,JC-6105,72,Online,Cash,5,7
236,1/1/2023,156,GB-14530,58,Online,Credit Card,1,8
237,1/1/2023,3,TW-21025,15,In-store,Cash,5,6
238,1/1/2023,51,JH-16180,22,Online,Cash,2,1
239,1/1/2023,103,MT-8070,69,In-store,Debit Card,6,9
240,1/1/2023,141,AB-10105,78,In-store,Cash,4,4
241,1/1/2023,180,LA-16780,30,In-store,Credit Card,4,4
242,1/1/2023,28,NH-18610,50,In-store,Credit Card,1,4
243,1/1/2023,206,HJ-14875,98,In-store,Cash,6,3
244,1/1/2023,185,JL-15175,51,Online,Credit Card,4,8
245,1/1/2023,29,MY-18295,50,In-store,Debit Card,1,1
246,1/1/2023,20,SB-20290,17,In-store,Credit Card,1,6
247,1/1/2023,47,JK-15640,10,Online,Debit Card,7,1
248,1/1/2023,139,KC-16540,76,In-store,Cash,1,5
249,1/1/2023,123,CS-12460,76,Online,Mobile Payment,1,9
250,1/1/2023,71,HA-14920,51,Online,Debit Card,4,7
251,1/1/2023,91,MT-17815,2,Online,Cash,3,9
252,1/1/2023,160,FW-14395,59,Online,Cash,4,7
253,1/1/2023,132,BH-11710,30,Online,Mobile Payment,4,7
254,1/1/2023,57,DK-12895,33,Online,Credit Card,4,6
255,1/1/2023,172,KD-16270,81,Online,Cash,4,7
256,1/1/2023,123,SC-20845,54,In-store,Debit Card,4,7
257,1/1/2023,159,CY-12745,61,Online,Cash,5,1
258,1/1/2023,211,HL-15040,16,Online,Mobile Payment,2,5
259,1/1/2023,78,CT-11995,48,Online,Mobile Payment,7,5
260,1/1/2023,3,CC-12370,47,Online,Debit Card,5,1
261,1/1/2023,61,GR-4560,25,In-store,Cash,7,1
262,1/1/2023,212,TT-21070,86,Online,Debit Card,5,2
263,1/1/2023,180,PO-19195,63,Online,Debit Card,7,8
264,1/1/2023,81,ED-13885,21,Online,Mobile Payment,2,7
265,1/1/2023,63,AP-10915,96,In-store,Mobile Payment,4,3
266,1/1/2023,41,TM-21490,8,In-store,Credit Card,7,4
267,1/1/2023,204,AW-10840,30,In-store,Credit Card,4,2
268,1/1/2023,134,DP-13105,84,In-store,Debit Card,6,6
269,1/1/2023,21,AT-10735,15,In-store,Credit Card,5,3
270,1/1/2023,207,SG-10605,56,In-store,Mobile Payment,7,2
271,1/1/2023,223,BM-11785,27,In-store,Credit Card,4,4
272,1/1/2023,16,FH-14365,70,Online,Cash,6,4
273,1/1/2023,106,DK-13375,16,Online,Mobile Payment,2,5
274,1/1/2023,71,PF-19225,42,Online,Mobile Payment,7,8
275,1/1/2023,156,TG-21310,43,In-store,Credit Card,6,4
276,1/1/2023,24,YC-21895,68,In-store,Debit Card,6,1
277,1/1/2023,77,SF-10200,62,In-store,Mobile Payment,2,3
278,1/1/2023,90,HL-15040,53,In-store,Mobile Payment,5,7
279,1/1/2023,25,JW-5220,95,In-store,Debit Card,6,1
280,1/1/2023,166,CC-12100,24,Online,Credit Card,5,9
281,1/1/2023,26,RD-19930,44,In-store,Credit Card,3,6
282,1/1/2023,141,BP-1230,15,Online,Credit Card,5,6
283,1/1/2023,18,EM-13810,11,Online,Mobile Payment,3,5
284,1/1/2023,181,CS-12175,22,In-store,Debit Card,2,2
285,1/1/2023,10,JD-16060,61,In-store,Cash,5,9
286,1/1/2023,13,GH-14665,50,Online,Credit Card,1,6
287,1/1/2023,54,CM-11935,56,In-store,Cash,7,2
288,1/1/2023,71,JB-16000,5,In-store,Debit Card,6,6
289,1/1/2023,89,RB-9465,10,In-store,Credit Card,7,6
290,1/1/2023,115,RB-19795,87,In-store,Mobile Payment,4,1
291,1/1/2023,107,PO-19195,58,Online,Debit Card,1,2
292,1/1/2023,203,DL-13495,84,In-store,Cash,6,9
293,1/1/2023,24,TS-21205,38,Online,Cash,7,6
294,1/1/2023,89,TC-21295,90,In-store,Debit Card,3,4
295,1/1/2023,5,MV-8190,86,In-store,Cash,5,1
296,1/1/2023,205,NF-18385,50,Online,Credit Card,1,1
297,1/1/2023,163,BD-11560,58,In-store,Credit Card,1,8
298,1/1/2023,139,PS-18760,13,Online,Debit Card,6,6
299,1/1/2023,189,FM-14215,5,Online,Debit Card,6,7
300,1/1/2023,153,CA-12775,61,In-store,Debit Card,5,3
301,1/1/2023,217,CD-12790,46,In-store,Credit Card,3,6
302,1/1/2023,74,NL-18310,98,In-store,Credit Card,6,8
303,1/1/2023,184,TB-21055,88,In-store,Credit Card,6,7
304,1/1/2023,52,NF-18475,22,Online,Credit Card,2,7
305,1/1/2023,207,KD-16495,82,In-store,Cash,4,3
306,1/1/2023,208,EH-4125,54,In-store,Mobile Payment,4,4
307,1/1/2023,87,KB-16600,62,Online,Cash,2,3
308,1/1/2023,13,CS-12460,50,Online,Credit Card,1,6
309,1/1/2023,199,KW-16435,15,In-store,Mobile Payment,5,1
310,1/1/2023,187,MG-17695,32,In-store,Cash,3,1
311,1/1/2023,38,VF-21715,57,In-store,Cash,5,2
312,1/1/2023,65,AM-10705,53,Online,Cash,5,6
313,1/1/2023,125,HM-14860,47,Online,Debit Card,5,6
314,1/1/2023,13,BP-11290,94,In-store,Credit Card,4,8
315,1/1/2023,27,TC-20980,18,Online,Cash,5,6
316,1/1/2023,58,EM-13825,86,Online,Debit Card,5,5
317,1/1/2023,14,RH-19495,61,Online,Mobile Payment,5,1
318,1/1/2023,58,BS-11800,37,Online,Mobile Payment,4,7
319,1/1/2023,187,DV-13465,8,In-store,Debit Card,7,6
320,1/1/2023,145,MB-17305,70,In-store,Mobile Payment,6,2
321,1/1/2023,25,CA-12310,15,In-store,Debit Card,5,9
322,1/1/2023,102,KC-16255,72,Online,Mobile Payment,5,9
323,1/1/2023,33,MB-18085,87,Online,Credit Card,4,6
324,1/1/2023,222,RB-19795,92,Online,Cash,2,2
325,1/1/2023,12,DB-3660,94,In-store,Mobile Payment,4,8
326,1/1/2023,68,SC-20260,10,Online,Cash,7,5
327,1/1/2023,135,BG-11740,95,Online,Cash,6,2
328,1/1/2023,102,BD-11500,8,In-store,Mobile Payment,7,9
329,1/1/2023,92,BM-11140,51,Online,Mobile Payment,4,5
330,1/1/2023,83,KB-16315,74,Online,Cash,6,5
331,1/1/2023,144,PK-19075,42,In-store,Mobile Payment,7,6
332,1/1/2023,18,CS-12175,93,In-store,Mobile Payment,5,1
333,1/1/2023,126,JM-15865,41,In-store,Debit Card,4,8
334,1/1/2023,32,AF-10885,67,Online,Cash,4,8
335,1/1/2023,21,SJ-20500,83,In-store,Mobile Payment,3,1
336,1/1/2023,166,DM-12955,96,In-store,Mobile Payment,4,7
337,1/1/2023,16,WB-21850,97,Online,Cash,5,6
338,1/1/2023,43,CC-12610,18,Online,Credit Card,5,4
339,1/1/2023,216,BW-1065,15,In-store,Debit Card,5,7
340,1/1/2023,107,BE-11455,47,Online,Mobile Payment,5,5
341,1/2/2023,8,TG-21640,61,Online,Mobile Payment,5,7
342,1/2/2023,165,MS-17365,43,Online,Debit Card,6,4
343,1/2/2023,35,NP-18685,28,Online,Mobile Payment,7,4
344,1/2/2023,46,VM-21685,22,In-store,Debit Card,2,2
345,1/2/2023,44,RM-19675,58,In-store,Credit Card,1,3
346,1/2/2023,173,SC-20695,68,Online,Mobile Payment,6,4
347,1/2/2023,98,SN-20560,2,Online,Cash,3,6
348,1/2/2023,135,CD-12280,8,In-store,Debit Card,7,4
349,1/2/2023,94,CC-12100,84,In-store,Debit Card,6,8
350,1/2/2023,147,BG-11035,38,In-store,Cash,7,3
351,1/2/2023,148,CC-12550,14,Online,Cash,5,4
352,1/2/2023,14,AB-10105,41,Online,Credit Card,4,3
353,1/2/2023,202,SV-20785,62,In-store,Credit Card,2,2
354,1/2/2023,169,HW-14935,13,Online,Cash,6,8
355,1/2/2023,155,AS-10285,76,In-store,Credit Card,1,8
356,1/2/2023,71,LD-16855,54,Online,Debit Card,4,8
357,1/2/2023,168,NS-18505,67,Online,Cash,4,8
358,1/2/2023,76,CM-12715,41,Online,Mobile Payment,4,6
359,1/2/2023,47,VG-21805,53,Online,Mobile Payment,5,7
360,1/2/2023,22,JD-6060,21,Online,Mobile Payment,2,3
361,1/2/2023,61,MG-17680,23,Online,Cash,4,3
362,1/2/2023,103,CD-12280,80,In-store,Credit Card,4,4
363,1/2/2023,93,DB-13210,62,In-store,Mobile Payment,2,3
364,1/2/2023,160,CS-11860,50,In-store,Cash,1,4
365,1/3/2023,193,AF-10885,14,In-store,Credit Card,5,8
366,1/3/2023,5,GG-14650,44,In-store,Mobile Payment,3,6
367,1/3/2023,200,BN-11470,63,In-store,Mobile Payment,7,1
368,1/3/2023,174,EM-14065,35,In-store,Debit Card,3,4
369,1/3/2023,68,BS-1665,53,In-store,Credit Card,5,2
370,1/3/2023,36,AC-10450,11,Online,Debit Card,3,8
371,1/3/2023,105,CK-12205,31,Online,Cash,7,2
372,1/3/2023,54,JD-16150,26,In-store,Debit Card,3,3
373,1/3/2023,196,CC-2550,76,In-store,Debit Card,1,3
374,1/3/2023,72,MS-17830,80,Online,Cash,4,6
375,1/3/2023,167,SM-20950,21,In-store,Cash,2,4
376,1/3/2023,201,GT-14710,16,In-store,Credit Card,2,8
377,1/3/2023,89,CL-12700,54,In-store,Credit Card,4,2
378,1/3/2023,67,MM-17920,23,Online,Mobile Payment,4,9
379,1/3/2023,13,CM-12160,13,In-store,Mobile Payment,6,4
380,1/3/2023,42,DB-13060,6,In-store,Debit Card,3,1
381,1/3/2023,41,JW-5220,62,In-store,Debit Card,2,9
382,1/3/2023,116,BN-11470,2,In-store,Cash,3,3
383,1/3/2023,152,JC-15775,23,In-store,Credit Card,4,6
384,1/3/2023,2,LH-16900,33,Online,Cash,4,9
385,1/3/2023,16,DV-13045,96,Online,Debit Card,4,8
386,1/3/2023,113,BT-11530,19,In-store,Debit Card,5,4
387,1/3/2023,124,BM-1650,26,In-store,Credit Card,3,4
388,1/3/2023,171,RB-19705,49,Online,Debit Card,4,7
389,1/3/2023,166,FC-14245,17,Online,Cash,1,8
390,1/3/2023,157,TT-21220,18,In-store,Debit Card,5,3
391,1/3/2023,48,CY-12745,56,Online,Mobile Payment,7,5
392,1/3/2023,39,SJ-20215,43,Online,Mobile Payment,6,4
393,1/3/2023,75,PB-18805,72,Online,Mobile Payment,5,5
394,1/3/2023,115,BP-1230,51,Online,Mobile Payment,4,9
395,1/3/2023,163,RW-19690,42,Online,Mobile Payment,7,2
396,1/3/2023,183,RW-19540,73,Online,Debit Card,2,3
397,1/3/2023,190,DB-3360,63,Online,Cash,7,5
398,1/3/2023,16,DK-13150,84,In-store,Debit Card,6,2
399,1/3/2023,46,RW-9540,64,Online,Cash,3,4
400,1/3/2023,9,MP-17470,69,Online,Credit Card,6,3
401,1/3/2023,142,TB-21625,22,In-store,Credit Card,2,8
402,1/3/2023,36,MO-17800,15,In-store,Cash,5,5
403,1/3/2023,156,NF-18475,64,Online,Cash,3,4
404,1/3/2023,88,MR-17545,90,Online,Debit Card,3,8
405,1/3/2023,174,CB-12415,88,Online,Cash,6,8
406,1/3/2023,29,LC-17050,43,Online,Credit Card,6,4
407,1/3/2023,52,RA-19885,30,Online,Mobile Payment,4,7
408,1/3/2023,19,MG-8145,15,In-store,Mobile Payment,5,3
409,1/3/2023,217,JE-16165,80,In-store,Debit Card,4,4
410,1/3/2023,38,JK-16090,75,In-store,Debit Card,2,5
411,1/3/2023,55,EM-13960,37,In-store,Cash,4,6
412,1/3/2023,84,DJ-13420,50,Online,Credit Card,1,4
413,1/3/2023,112,CD-11920,61,In-store,Mobile Payment,5,3
414,1/3/2023,26,BO-11425,80,In-store,Cash,4,9
415,1/3/2023,138,LW-17215,22,In-store,Debit Card,2,9
416,1/3/2023,8,PJ-19015,67,Online,Cash,4,9
417,1/3/2023,10,KM-16720,98,In-store,Cash,6,5
418,1/3/2023,47,SV-20785,91,In-store,Credit Card,5,8
419,1/3/2023,28,BG-11695,97,In-store,Debit Card,5,9
420,1/3/2023,91,CS-12130,10,Online,Debit Card,7,5
421,1/3/2023,152,MC-17425,15,In-store,Cash,5,6
422,1/3/2023,81,BD-1635,33,Online,Cash,4,8
423,1/3/2023,124,RF-19345,93,Online,Credit Card,5,6
424,1/3/2023,156,JE-16165,84,In-store,Cash,6,5
425,1/3/2023,154,MG-7680,59,In-store,Debit Card,4,3
426,1/3/2023,14,CC-12475,54,In-store,Cash,4,1
427,1/3/2023,178,LT-16765,25,Online,Credit Card,7,9
428,1/3/2023,102,FH-14365,31,In-store,Mobile Payment,7,7
